source_entry	source_target	events	unique_targets	status	matched_events	coverage_pct	inconsistent_rows	total_terms	state_terms	post_terms	byte_terms	top_targets	bit_formulas
181	0x9d13f	453	14	fit	453	100.0	0	195	138	51	0	0x6b8:256,0x5e8:32,0xa88:27,0xad8:18,0x390:17,0x200:17,0x210:16,0x810:16	y0=0;y1=0;y2=0;y3=state.3^post.3;y4=1^state.3^state.4^state.5^state.7^state.11^state.12^state.16^state.17^state.18^...+10;y5=state.1^state.3^state.4^state.7^state.8^state.16^state.17^state.18^state.21^state.22^...+11;y6=1^state.0^state.5^state.6^state.7^state.8^state.10^state.11^state.14^state.15^...+16;y7=1^state.0^state.3^state.4^state.6^state.7^state.8^state.10^state.11^state.12^...+14;y8=1^state.1^state.2^state.3^state.5^state.6^state.7^state.9^state.10^state.11^...+13;y9=1^state.4^state.5^state.7^state.9^state.11^state.12^state.14^state.15^state.21^...+15;y10=state.0^state.1^state.5^state.7^state.8^state.11^state.12^state.14^state.15^state.17^...+17;y11=1^state.0^state.2^state.3^state.4^state.6^state.8^state.9^state.10^state.11^...+17;y12=0
90	0x8b334	441	34	fit	441	100.0	0	34	11	15	3	0x188:257,0x820:64,0xa50:16,0xe0:11,0x210:10,0x960:8,0x778:6,0x968:6	y0=0;y1=0;y2=0;y3=post.3;y4=1^post.4;y5=1^post.5;y6=state.0^state.2^state.5^state.8^state.10^state.15^state.20^state.21^state.22^state.23^...+11;y7=post.7;y8=post.8;y9=1^post.9;y10=1^post.10;y11=1^post.11;y12=0
200	0xa0a9e	437	47	fit	437	100.0	0	9	0	0	9	0x948:39,0x90:30,0x638:28,0x5c8:26,0x158:24,0xa68:22,0x860:16,0x210:15	y0=0;y1=0;y2=0;y3=b4.3;y4=b4.4;y5=b4.5;y6=b4.6;y7=b4.7;y8=b5.0;y9=b5.1;y10=b5.2;y11=b5.3;y12=0
105	0x8e6b4	414	33	fit	414	100.0	0	252	156	94	0	0xaf0:256,0x918:71,0x9e8:7,0x90:6,0x7f0:5,0x948:5,0x3d0:5,0x8c8:4	y0=0;y1=0;y2=0;y3=1^state.0^state.2^state.4^state.6^state.8^state.11^state.12^state.14^state.17^...+14;y4=state.0^state.1^state.2^state.6^state.7^state.8^state.9^state.10^state.11^state.14^...+20;y5=state.0^state.1^state.3^state.5^state.6^state.7^state.8^state.10^state.11^state.13^...+16;y6=state.1^state.3^state.5^state.6^state.7^state.8^state.10^state.14^state.19^state.20^...+22;y7=state.0^state.2^state.3^state.4^state.10^state.11^state.16^state.17^state.19^state.20^...+14;y8=state.0^state.3^state.4^state.5^state.7^state.12^state.13^state.15^state.16^state.17^...+17;y9=1^state.0^state.3^state.7^state.8^state.10^state.11^state.13^state.15^state.16^...+19;y10=state.0^state.1^state.3^state.4^state.6^state.8^state.10^state.11^state.12^state.13^...+19;y11=state.0^state.1^state.3^state.4^state.6^state.8^state.10^state.11^state.12^state.13^...+21;y12=0
118	0x90c23	390	6	fit	390	100.0	0	34	28	0	0	0xa60:256,0xa10:64,0x6c8:64,0x560:3,0x680:2,0x318:1	y0=0;y1=0;y2=0;y3=state.0^state.2^state.3^state.4;y4=1^state.0^state.1^state.2^state.3;y5=1^state.2^state.4;y6=1^state.3^state.4;y7=1^state.0^state.1^state.3^state.4;y8=1^state.1^state.2^state.4;y9=state.0^state.1^state.2;y10=state.2^state.3^state.4;y11=1^state.0^state.2^state.3;y12=0
338	0xbf128	387	3	inconsistent	0	0.0	148	0	0	0	0	0x8d8:175,0xaf8:110,0x938:102	
127	0x926c3	384	3	fit	384	100.0	0	16	12	0	0	0x360:256,0x480:64,0x808:64	y0=0;y1=0;y2=0;y3=state.1;y4=0;y5=1^state.1^state.2;y6=1^state.1^state.2;y7=state.2;y8=1^state.1^state.2;y9=1^state.1^state.2;y10=state.2;y11=state.1;y12=0
283	0xb3612	381	32	inconsistent	0	0.0	178	0	0	0	0	0x810:86,0x820:66,0xa68:29,0x540:27,0x6b8:27,0x5c8:17,0x998:17,0x5e8:15	
349	0xc140b	366	29	fit	366	100.0	0	207	109	48	45	0x88:260,0xe0:17,0x8d0:14,0x90:7,0x188:6,0xac8:5,0x348:5,0x638:5	y0=0;y1=0;y2=0;y3=1^post.3;y4=post.3^post.4;y5=state.0^state.5^state.6^state.8^state.10^state.12^state.15^state.18^state.19^state.20^...+21;y6=1^state.3^state.4^state.6^state.10^state.12^state.13^state.22^state.23^state.25^...+14;y7=1^state.2^state.3^state.5^state.6^state.8^state.9^state.10^state.11^state.12^...+13;y8=1^state.0^state.1^state.3^state.10^state.11^state.12^state.16^state.17^state.19^...+20;y9=1^state.0^state.3^state.5^state.6^state.7^state.8^state.9^state.10^state.12^...+22;y10=state.1^state.2^state.5^state.6^state.7^state.8^state.12^state.13^state.14^state.16^...+25;y11=state.3^state.4^state.5^state.7^state.12^state.16^state.17^state.22^state.23^state.24^...+18;y12=0
281	0xb2db6	347	34	fit	347	100.0	0	218	137	75	0	0x868:257,0x920:9,0x348:7,0x180:5,0xa50:5,0x278:4,0x1c0:4,0x7f0:4	y0=0;y1=0;y2=0;y3=state.0^state.1^state.5^state.6^state.10^state.11^state.12^state.13^state.18^state.21^...+12;y4=1^state.1^state.3^state.5^state.6^state.8^state.10^state.11^state.15^state.17^...+13;y5=state.1^state.3^state.13^state.14^state.16^state.17^state.20^state.27^state.29^state.30^...+10;y6=1^state.1^state.2^state.3^state.5^state.6^state.10^state.12^state.18^state.20^...+12;y7=1^state.1^state.2^state.3^state.4^state.9^state.10^state.12^state.13^state.14^...+19;y8=1^state.2^state.5^state.6^state.14^state.16^state.18^state.19^state.21^state.23^...+14;y9=1^state.1^state.4^state.5^state.6^state.9^state.12^state.14^state.18^state.19^...+15;y10=1^state.3^state.4^state.7^state.9^state.10^state.11^state.13^state.14^state.15^...+17;y11=state.0^state.2^state.3^state.4^state.5^state.6^state.7^state.8^state.9^state.16^...+16;y12=0
17	0x7bae9	346	26	fit	346	100.0	0	210	147	45	14	0x960:256,0x5c8:8,0x6e0:6,0x298:6,0x460:6,0xe0:5,0x2d0:5,0xf0:5	y0=0;y1=0;y2=0;y3=state.0^state.4^state.6^state.7^state.8^state.12^state.15^state.16^state.17^state.20^...+12;y4=1^state.0^state.4^state.6^state.7^state.8^state.12^state.15^state.16^state.17^...+11;y5=state.0^state.2^state.3^state.5^state.6^state.7^state.8^state.9^state.12^state.13^...+19;y6=state.0^state.1^state.2^state.4^state.7^state.9^state.11^state.14^state.16^state.19^...+13;y7=1^state.2^state.3^state.4^state.5^state.6^state.7^state.11^state.13^state.15^...+10;y8=1^state.0^state.4^state.5^state.7^state.8^state.9^state.10^state.13^state.14^...+12;y9=state.0^state.4^state.5^state.7^state.8^state.9^state.10^state.13^state.14^state.16^...+12;y10=1^state.0^state.1^state.2^state.3^state.6^state.7^state.8^state.9^state.11^...+19;y11=state.0^state.3^state.5^state.6^state.8^state.10^state.12^state.14^state.16^state.17^...+12;y12=0
201	0xa0dca	340	6	fit	340	100.0	0	48	47	0	0	0x568:257,0x800:71,0x500:4,0x480:4,0x630:2,0x808:2	y0=0;y1=0;y2=0;y3=state.1^state.5^state.8^state.9;y4=state.1^state.2^state.3^state.5^state.6^state.9;y5=state.3^state.4^state.9;y6=state.1^state.2^state.4^state.5^state.6;y7=state.0^state.2^state.3^state.6^state.9;y8=state.2^state.3^state.4^state.9;y9=state.1^state.2^state.3^state.5^state.6^state.9;y10=state.0^state.1^state.2^state.3^state.4^state.5^state.9;y11=1^state.0^state.1^state.2^state.3^state.4^state.5^state.9;y12=0
354	0xc2241	334	29	fit	334	100.0	0	9	0	0	9	0xaa0:37,0x540:33,0x5e8:31,0x4e8:31,0x158:22,0x860:21,0x5c8:21,0x658:17	y0=0;y1=0;y2=0;y3=b0.0;y4=b0.1;y5=b0.2;y6=b0.3;y7=b0.4;y8=b0.5;y9=b0.6;y10=b0.7;y11=b1.0;y12=0
291	0xb4edd	311	31	fit	311	100.0	0	248	134	106	0	0xa50:68,0x90:64,0x920:64,0x278:18,0x998:11,0x460:9,0xe0:8,0x868:7	y0=0;y1=0;y2=0;y3=1^state.0^state.1^state.2^state.4^state.5^state.6^state.7^state.9^state.10^...+26;y4=1^state.0^state.2^state.3^state.5^state.6^state.8^state.9^state.10^state.14^...+22;y5=post.5;y6=1^state.4^state.5^state.7^state.9^state.14^state.15^state.17^state.22^state.23^...+18;y7=1^state.1^state.2^state.3^state.8^state.10^state.11^state.12^state.13^state.14^...+24;y8=1^state.1^state.2^state.5^state.9^state.12^state.13^state.14^state.15^state.18^...+21;y9=1^state.1^state.2^state.4^state.5^state.7^state.8^state.11^state.15^state.18^...+16;y10=1^state.0^state.6^state.7^state.8^state.9^state.10^state.12^state.13^state.15^...+20;y11=1^state.5^state.7^state.12^state.14^state.15^state.16^state.17^state.19^state.21^...+20;y12=0
169	0x9af18	296	3	fit	296	100.0	0	208	128	76	0	0x558:124,0xb10:110,0x528:62	y0=0;y1=0;y2=0;y3=1^state.0^state.1^state.3^state.5^state.6^state.7^state.8^state.9^state.10^...+19;y4=state.0^state.2^state.3^state.5^state.8^state.11^state.13^state.14^state.15^state.20^...+22;y5=1^state.0^state.2^state.3^state.5^state.8^state.11^state.13^state.14^state.15^...+23;y6=state.1^state.2^state.6^state.7^state.9^state.10^state.12^state.13^state.14^state.15^...+18;y7=0;y8=1;y9=state.0^state.1^state.3^state.5^state.6^state.7^state.8^state.9^state.10^state.11^...+18;y10=1^state.0^state.1^state.3^state.5^state.6^state.7^state.8^state.9^state.10^...+19;y11=state.0^state.1^state.3^state.5^state.6^state.7^state.8^state.9^state.10^state.11^...+18;y12=0
179	0x9ca8d	271	26	fit	271	100.0	0	272	147	122	0	0x90:69,0x860:27,0xa88:26,0x158:19,0x658:15,0x4e8:11,0x560:10,0x18:9	y0=0;y1=0;y2=0;y3=state.0^state.1^state.4^state.5^state.7^state.8^state.13^state.15^state.16^state.17^...+20;y4=state.1^state.2^state.5^state.6^state.8^state.9^state.11^state.12^state.13^state.14^...+30;y5=state.1^state.2^state.4^state.5^state.6^state.8^state.9^state.10^state.13^state.18^...+20;y6=1^state.0^state.8^state.11^state.14^state.18^state.23^state.26^state.28^state.29^...+17;y7=state.0^state.1^state.3^state.6^state.7^state.8^state.9^state.10^state.11^state.14^...+19;y8=state.4^state.8^state.9^state.10^state.12^state.17^state.18^state.20^state.22^state.24^...+15;y9=1^state.0^state.1^state.2^state.3^state.5^state.6^state.7^state.8^state.13^...+19;y10=state.3^state.5^state.6^state.9^state.10^state.11^state.12^state.13^state.17^state.18^...+23;y11=1^state.2^state.7^state.9^state.10^state.11^state.12^state.15^state.16^state.19^...+19;y12=0
310	0xb8556	266	3	fit	266	100.0	0	13	0	0	8	0x528:113,0xb10:91,0x558:62	y0=0;y1=0;y2=0;y3=b2.0;y4=b2.1;y5=1^b2.1;y6=1^b2.0^b2.1;y7=0;y8=1;y9=1^b2.0;y10=b2.0;y11=1^b2.0;y12=0
107	0x8eef4	256	1	fit	256	100.0	0	2	0	0	0	0x500:256	y0=0;y1=0;y2=0;y3=0;y4=0;y5=0;y6=0;y7=0;y8=1;y9=0;y10=1;y11=0;y12=0
261	0xaeda2	250	13	fit	250	100.0	0	191	132	55	0	0xad8:102,0x948:30,0x390:30,0x90:27,0xa88:18,0x6b8:14,0x5e8:14,0x810:7	y0=0;y1=0;y2=0;y3=state.3^post.3;y4=1^state.0^state.3^state.4^state.8^state.9^state.10^state.12^state.15^state.16^...+18;y5=state.0^state.1^state.2^state.8^state.13^state.14^state.15^state.16^state.17^state.19^...+13;y6=1^state.0^state.1^state.4^state.6^state.9^state.13^state.14^state.15^state.17^...+14;y7=state.4^state.6^state.11^state.14^state.15^state.16^state.17^state.18^state.19^state.23^...+8;y8=1^state.0^state.5^state.6^state.7^state.8^state.10^state.12^state.14^state.16^...+16;y9=state.1^state.5^state.6^state.9^state.10^state.11^state.13^state.14^state.15^state.16^...+13;y10=state.0^state.5^state.6^state.7^state.8^state.9^state.12^state.15^state.16^state.17^...+14;y11=1^state.1^state.2^state.3^state.5^state.7^state.8^state.10^state.12^state.13^...+13;y12=0
119	0x90ebc	243	14	fit	243	100.0	0	207	134	69	0	0xad8:70,0x200:29,0xe0:28,0xaa0:26,0xa88:19,0x948:16,0x6b8:15,0x90:14	y0=0;y1=0;y2=0;y3=state.2^state.5^state.6^state.10^state.12^state.15^state.16^state.17^state.20^state.22^...+12;y4=1^state.0^state.2^state.5^state.6^state.7^state.8^state.9^state.11^state.12^...+21;y5=state.0^state.1^state.5^state.6^state.7^state.9^state.11^state.14^state.15^state.17^...+9;y6=state.1^state.5^state.6^state.7^state.9^state.10^state.16^state.18^state.19^state.20^...+10;y7=1^state.4^state.6^state.8^state.9^state.12^state.16^state.18^state.20^state.24^...+13;y8=1^state.5^state.6^state.8^state.9^state.11^state.15^state.16^state.18^state.20^...+19;y9=state.0^state.1^state.3^state.7^state.8^state.9^state.13^state.21^state.22^state.23^...+12;y10=state.0^state.4^state.9^state.10^state.13^state.15^state.18^state.19^state.21^state.22^...+10;y11=1^state.0^state.1^state.2^state.3^state.7^state.8^state.10^state.11^state.14^...+11;y12=0
146	0x96407	238	27	fit	238	100.0	0	262	141	98	16	0x230:64,0x810:30,0xe0:25,0x560:19,0x278:18,0xa88:9,0x210:8,0x5e8:8	y0=0;y1=0;y2=0;y3=1^state.1^state.4^state.6^state.8^state.9^state.11^state.12^state.13^state.14^...+16;y4=1^state.0^state.3^state.4^state.7^state.11^state.15^state.16^state.17^state.20^...+16;y5=state.0^state.1^state.3^state.4^state.5^state.6^state.7^state.8^state.10^state.12^...+23;y6=state.4^state.5^state.6^state.8^state.9^state.12^state.16^state.18^state.25^state.28^...+15;y7=1^state.2^state.3^state.4^state.5^state.8^state.9^state.11^state.12^state.13^...+20;y8=1^state.0^state.4^state.7^state.8^state.9^state.10^state.12^state.13^state.17^...+15;y9=1^state.1^state.3^state.4^state.5^state.6^state.8^state.9^state.10^state.11^...+24;y10=1^state.0^state.4^state.5^state.8^state.9^state.12^state.15^state.18^state.21^...+20;y11=1^state.1^state.7^state.9^state.10^state.13^state.16^state.18^state.21^state.25^...+23;y12=0
40	0x8115d	235	15	fit	235	100.0	0	41	22	5	13	0x390:69,0x210:21,0x200:21,0x6b8:20,0xaa0:20,0x948:17,0x638:16,0x90:15	y0=0;y1=0;y2=0;y3=state.3^b4.3;y4=state.4^b4.4;y5=state.5^b4.5;y6=state.6^b4.6;y7=state.7^b4.7;y8=state.8^b5.0;y9=state.9^b5.1;y10=state.10^b5.2;y11=1^state.1^state.2^state.4^state.7^state.8^state.11^state.16^state.17^state.20^...+15;y12=0
217	0xa4b11	206	8	fit	206	100.0	0	52	49	0	0	0xb00:66,0x630:66,0x480:64,0x360:4,0x568:3,0x500:1,0x800:1,0x808:1	y0=0;y1=0;y2=0;y3=state.0^state.6^state.9^state.12;y4=state.1^state.4^state.5^state.6^state.7^state.12^state.21;y5=state.1^state.6^state.7^state.12^state.21;y6=state.4^state.5;y7=state.2^state.9;y8=1^state.0^state.2^state.4^state.5^state.6^state.7^state.9^state.12^state.21;y9=1^state.2^state.3^state.8^state.9;y10=state.0^state.2^state.3^state.4^state.5^state.6^state.7^state.8^state.9^state.12^...+1;y11=1^state.0^state.3^state.4^state.6^state.21;y12=0
295	0xb60e0	190	27	inconsistent	0	0.0	65	0	0	0	0	0x810:32,0xe0:27,0x210:27,0x200:18,0x158:16,0x4e8:14,0x620:13,0x390:6	
222	0xa5f3c	177	26	fit	177	100.0	0	234	145	83	0	0x6e0:66,0x948:9,0x5e8:9,0x868:9,0x860:8,0xe0:7,0x968:7,0x658:7	y0=0;y1=0;y2=0;y3=1^state.3^state.5^state.6^state.7^state.9^state.13^state.15^state.20^state.22^...+13;y4=1^state.1^state.2^state.4^state.5^state.6^state.7^state.11^state.13^state.14^...+18;y5=state.0^state.3^state.5^state.7^state.9^state.13^state.14^state.15^state.17^state.19^...+18;y6=state.3^state.4^state.7^state.13^state.14^state.15^state.16^state.22^state.26^state.28^...+10;y7=state.0^state.1^state.2^state.5^state.11^state.15^state.16^state.17^state.19^state.20^...+11;y8=1^state.2^state.3^state.6^state.12^state.15^state.16^state.19^state.20^state.21^...+14;y9=1^state.0^state.1^state.2^state.3^state.5^state.6^state.9^state.10^state.11^...+20;y10=1^state.0^state.2^state.3^state.4^state.5^state.6^state.7^state.8^state.11^...+22;y11=1^state.0^state.3^state.4^state.6^state.7^state.8^state.9^state.10^state.11^...+18;y12=0
330	0xbc9b8	169	29	fit	169	100.0	0	12	2	2	8	0x90:68,0x820:14,0x3d0:12,0x918:9,0xae8:6,0x8c8:6,0x868:4,0x18:4	y0=0;y1=0;y2=0;y3=state.3^post.3;y4=b0.4;y5=b0.5;y6=b0.6;y7=b0.7;y8=b1.0;y9=b1.1;y10=b1.2;y11=state.11^post.11^b1.2;y12=0
282	0xb3128	165	32	fit	165	100.0	0	244	136	104	0	0x8c0:64,0x638:12,0x2d0:11,0x2e0:7,0x8c8:7,0x90:6,0x3e0:5,0x5c8:5	y0=0;y1=0;y2=0;y3=state.0^state.2^state.5^state.7^state.11^state.15^state.17^state.20^state.21^state.22^...+16;y4=state.1^state.2^state.8^state.9^state.11^state.13^state.14^state.16^state.17^state.18^...+14;y5=1^state.0^state.1^state.4^state.8^state.9^state.10^state.12^state.14^state.15^...+23;y6=1^state.2^state.6^state.9^state.12^state.20^state.23^state.24^state.26^state.27^...+12;y7=state.1^state.2^state.6^state.7^state.8^state.9^state.11^state.14^state.16^state.17^...+17;y8=state.0^state.1^state.2^state.5^state.7^state.9^state.10^state.14^state.15^state.16^...+18;y9=1^state.0^state.1^state.3^state.4^state.9^state.11^state.14^state.16^state.17^...+20;y10=state.0^state.2^state.3^state.4^state.5^state.6^state.7^state.9^state.11^state.14^...+20;y11=1^state.1^state.3^state.10^state.13^state.16^state.17^state.19^state.20^state.22^...+14;y12=0
92	0x8b8cb	158	31	fit	158	100.0	0	206	134	67	1	0x8d0:67,0x6b8:8,0x180:7,0x90:7,0xe0:6,0x298:6,0xa10:5,0x88:4	y0=0;y1=0;y2=0;y3=1^state.1^state.3^state.9^state.11^state.12^state.13^state.25^state.27^state.28^...+14;y4=state.0^state.3^state.4^state.9^state.11^state.12^state.13^state.16^state.18^state.20^...+17;y5=state.1^state.2^state.3^state.5^state.6^state.7^state.8^state.9^state.10^state.11^...+24;y6=state.1^state.2^state.3^state.5^state.6^state.7^state.8^state.9^state.10^state.11^...+24;y7=1^state.1^state.2^state.3^state.5^state.6^state.7^state.8^state.9^state.10^...+27;y8=state.1^state.3^state.5^state.8^state.9^state.10^state.11^state.13^state.16^state.18^...+14;y9=1^state.1^state.3^state.5^state.8^state.9^state.10^state.11^state.13^state.16^...+13;y10=post.10;y11=1^post.11;y12=0
88	0x8aa14	145	5	fit	145	100.0	0	33	28	0	0	0xb00:65,0x808:64,0x568:8,0x800:6,0x360:2	y0=0;y1=0;y2=0;y3=1^state.0^state.1^state.2^state.3^state.4^state.7^state.9;y4=0;y5=1^state.1^state.3^state.9;y6=1^state.1^state.3^state.9;y7=0;y8=1^state.0^state.2^state.3^state.9;y9=1^state.0^state.2^state.3^state.6^state.7^state.9;y10=state.6^state.7;y11=state.1^state.3^state.9;y12=0
129	0x92f21	136	8	fit	136	100.0	0	38	33	0	0	0x6b8:64,0x318:64,0x6c8:2,0x638:2,0x560:1,0x960:1,0x490:1,0xad8:1	y0=0;y1=0;y2=0;y3=1^state.0^state.1^state.7;y4=state.0^state.1^state.3^state.4;y5=state.0^state.1^state.2^state.3^state.5^state.7;y6=1^state.0^state.3^state.7;y7=1^state.0^state.1^state.2^state.3^state.4;y8=state.0^state.4^state.5;y9=1^state.0^state.1^state.7;y10=1^state.0^state.5^state.9;y11=state.2^state.7^state.9;y12=0
82	0x8920e	135	5	fit	135	100.0	0	36	31	0	0	0xa68:65,0x318:64,0x998:2,0x6c8:2,0x540:2	y0=0;y1=0;y2=0;y3=1^state.0^state.3^state.4;y4=state.0^state.1^state.2^state.3^state.17;y5=1^state.0^state.3^state.4^state.17;y6=1^state.0^state.1^state.2^state.3^state.17;y7=state.2^state.17;y8=state.1^state.2^state.4^state.17;y9=1^state.1^state.4^state.17;y10=state.1^state.2^state.4;y11=1^state.1^state.4;y12=0
122	0x9170d	121	9	fit	121	100.0	0	98	95	0	0	0x690:37,0x9e0:21,0x488:16,0x810:14,0x7b0:12,0x390:12,0x258:6,0xa70:2	y0=0;y1=0;y2=0;y3=state.2^state.3^state.4^state.5^state.6^state.7^state.8^state.9^state.10^state.12^...+4;y4=state.0^state.5^state.6^state.7^state.9^state.10^state.12^state.15^state.17^state.22^...+1;y5=1^state.0^state.2^state.4^state.5^state.9^state.10^state.11^state.12^state.13^...+5;y6=1^state.0^state.3^state.5^state.8^state.15^state.16^state.17^state.22^state.23;y7=state.3^state.5^state.8^state.11^state.13^state.17^state.18^state.19^state.22^state.23;y8=1^state.0^state.5^state.7^state.9^state.14^state.16^state.19^state.21^state.22;y9=state.3^state.5^state.6^state.7^state.9^state.13^state.14^state.17^state.19^state.21^...+2;y10=state.7^state.8^state.11^state.14^state.16^state.18^state.19;y11=state.0^state.2^state.4^state.5^state.11^state.13^state.17^state.18^state.21;y12=0
48	0x82477	119	30	fit	119	100.0	0	219	114	59	43	0x2e0:10,0x948:10,0x1a0:10,0x960:8,0xe0:7,0x90:6,0x918:6,0x778:6	y0=0;y1=0;y2=0;y3=post.3;y4=post.3^post.4;y5=1^state.1^state.4^state.6^state.7^state.10^state.14^state.16^state.18^state.21^...+23;y6=state.0^state.1^state.2^state.3^state.4^state.5^state.9^state.11^state.12^state.13^...+27;y7=1^state.0^state.1^state.2^state.10^state.11^state.14^state.19^state.21^state.24^...+18;y8=1^state.4^state.5^state.6^state.7^state.10^state.14^state.15^state.17^state.24^...+20;y9=state.0^state.1^state.5^state.6^state.9^state.11^state.12^state.13^state.20^state.23^...+20;y10=state.1^state.2^state.4^state.5^state.6^state.13^state.14^state.15^state.16^state.17^...+23;y11=state.3^state.5^state.6^state.9^state.11^state.14^state.15^state.16^state.17^state.19^...+15;y12=0
356	0xc291a	116	2	fit	116	100.0	0	33	28	0	0	0x9b0:61,0x548:55	y0=0;y1=0;y2=0;y3=state.0^state.5^state.7^state.10;y4=1^state.0^state.5^state.7^state.10;y5=1^state.0^state.5^state.7^state.10;y6=state.0^state.5^state.7^state.10;y7=1^state.0^state.5^state.7^state.10;y8=1;y9=0;y10=state.0^state.5^state.7^state.10;y11=1^state.0^state.5^state.7^state.10;y12=0
216	0xa4a61	112	2	fit	112	100.0	0	46	42	0	0	0x9b0:82,0x548:30	y0=0;y1=0;y2=0;y3=1^state.0^state.1^state.5^state.7^state.10^state.12;y4=state.0^state.1^state.5^state.7^state.10^state.12;y5=state.0^state.1^state.5^state.7^state.10^state.12;y6=1^state.0^state.1^state.5^state.7^state.10^state.12;y7=state.0^state.1^state.5^state.7^state.10^state.12;y8=1;y9=0;y10=1^state.0^state.1^state.5^state.7^state.10^state.12;y11=state.0^state.1^state.5^state.7^state.10^state.12;y12=0
148	0x96b6e	105	6	fit	105	100.0	0	49	44	0	0	0x500:74,0x568:10,0xb00:8,0x480:6,0x360:4,0x808:3	y0=0;y1=0;y2=0;y3=1^state.3^state.4^state.7^state.9^state.10^state.11;y4=0;y5=1^state.3^state.6^state.10^state.11;y6=1^state.3^state.6^state.10^state.11;y7=state.1^state.5^state.6^state.9^state.11;y8=1^state.0^state.4^state.5^state.9^state.11;y9=state.1^state.3^state.4^state.5^state.10^state.11;y10=1^state.0^state.3^state.5^state.6^state.10^state.11;y11=state.1^state.3^state.5^state.6^state.7^state.9^state.10^state.11;y12=0
95	0x8c41c	92	2	fit	92	100.0	0	26	21	0	0	0x548:61,0x9b0:31	y0=0;y1=0;y2=0;y3=state.1^state.10^state.11;y4=1^state.1^state.10^state.11;y5=1^state.1^state.10^state.11;y6=state.1^state.10^state.11;y7=1^state.1^state.10^state.11;y8=1;y9=0;y10=state.1^state.10^state.11;y11=1^state.1^state.10^state.11;y12=0
280	0xb2661	86	5	fit	86	100.0	0	36	32	0	0	0x808:66,0x630:7,0x800:5,0x568:4,0x500:4	y0=0;y1=0;y2=0;y3=state.0^state.3^state.4^state.5;y4=state.2^state.3^state.4^state.5;y5=1^state.0^state.1^state.4;y6=1^state.0^state.1^state.2^state.3^state.5;y7=0;y8=1^state.0^state.1^state.2^state.4;y9=state.2^state.3^state.4^state.5;y10=1^state.0^state.1^state.3^state.5;y11=state.0^state.1^state.3^state.5;y12=0
278	0xb2342	82	2	fit	82	100.0	0	25	21	0	0	0x548:56,0x9b0:26	y0=0;y1=0;y2=0;y3=1^state.0^state.2^state.3;y4=state.0^state.2^state.3;y5=state.0^state.2^state.3;y6=1^state.0^state.2^state.3;y7=state.0^state.2^state.3;y8=1;y9=0;y10=1^state.0^state.2^state.3;y11=state.0^state.2^state.3;y12=0
190	0x9eacb	81	3	fit	81	100.0	0	20	17	0	0	0x808:68,0xb00:9,0x480:4	y0=0;y1=0;y2=0;y3=state.1^state.3;y4=0;y5=0;y6=0;y7=state.0^state.2^state.3;y8=1^state.0^state.1^state.2;y9=1^state.0^state.1^state.2;y10=state.0^state.2^state.3;y11=1^state.0^state.2^state.3;y12=0
94	0x8bd69	74	3	fit	74	100.0	0	9	7	0	0	0x568:68,0x500:3,0x480:3	y0=0;y1=0;y2=0;y3=state.0;y4=0;y5=state.0;y6=state.0;y7=state.0^state.7;y8=1^state.0^state.7;y9=0;y10=1;y11=0;y12=0
250	0xac802	72	3	fit	72	100.0	0	21	17	0	0	0x158:68,0x620:3,0x4e8:1	y0=0;y1=0;y2=0;y3=1^state.0;y4=1^state.0^state.2^state.6;y5=state.0^state.2^state.6;y6=1^state.0;y7=state.2^state.6;y8=1^state.0^state.2^state.6;y9=state.0;y10=state.0^state.2^state.6;y11=0;y12=0
311	0xb86f8	67	2	fit	67	100.0	0	32	28	0	0	0x548:36,0x9b0:31	y0=0;y1=0;y2=0;y3=1^state.1^state.4^state.6^state.8;y4=state.1^state.4^state.6^state.8;y5=state.1^state.4^state.6^state.8;y6=1^state.1^state.4^state.6^state.8;y7=state.1^state.4^state.6^state.8;y8=1;y9=0;y10=1^state.1^state.4^state.6^state.8;y11=state.1^state.4^state.6^state.8;y12=0
317	0xba1e2	66	26	fit	66	100.0	0	192	140	47	0	0xe0:8,0x90:5,0x298:5,0x8d0:5,0x778:5,0x920:4,0xac8:4,0x3c8:3	y0=0;y1=0;y2=0;y3=1^post.3;y4=state.0^state.2^state.3^state.11^state.12^state.13^state.17^state.20^state.21^state.22^...+11;y5=1^state.0^state.1^state.2^state.4^state.7^state.11^state.12^state.13^state.15^...+14;y6=1^state.1^state.2^state.3^state.4^state.8^state.9^state.11^state.14^state.15^...+12;y7=1^state.2^state.3^state.7^state.8^state.10^state.11^state.12^state.13^state.14^...+16;y8=state.0^state.3^state.4^state.6^state.8^state.9^state.11^state.12^state.13^state.16^...+17;y9=1^state.0^state.4^state.5^state.6^state.7^state.11^state.12^state.14^state.16^...+13;y10=state.2^state.3^state.4^state.6^state.8^state.9^state.10^state.12^state.15^state.21^...+7;y11=state.0^state.1^state.2^state.3^state.4^state.6^state.9^state.10^state.11^state.12^...+20;y12=0
102	0x8d71d	64	1	fit	64	100.0	0	3	0	0	0	0x860:64	y0=0;y1=0;y2=0;y3=0;y4=0;y5=1;y6=1;y7=0;y8=0;y9=0;y10=0;y11=1;y12=0
